,Cities,Countries
950,Aygehovit,Armenia
951,Artimet,Armenia
952,Astghadzor,Armenia
953,Ashtarak,Armenia
954,Ashnak,Armenia
955,Arzni,Armenia
956,Arzakan,Armenia
957,Arteni,Armenia
958,Arshaluys,Armenia
959,Argel,Armenia
960,Argavand,Armenia
961,Argavand,Armenia
962,Arevshat,Armenia
963,Arevshat,Armenia
964,Arevik,Armenia
965,Arevik,Armenia
966,Arevashogh,Armenia
967,Arevashat,Armenia
968,Archis,Armenia
969,Arbat’,Armenia
970,Arazap’,Armenia
971,Arrap’i,Armenia
972,Aramus,Armenia
973,Arak’s,Armenia
974,Aragats,Armenia
975,Aparan,Armenia
976,Apaga,Armenia
977,Anushavan,Armenia
978,Amasia,Armenia
979,Alaverdi,Armenia
980,Akunk’,Armenia
981,Akunk’,Armenia
982,Akhuryan,Armenia
983,Aghavnatun,Armenia
984,Aghavnadzor,Armenia
985,Agarak,Armenia
986,Agarakavan,Armenia
987,Abovyan,Armenia
988,Abovyan,Armenia
989,Vardablur,Armenia
990,Bardzrashen,Armenia
991,Nshavan,Armenia
992,Norabats’,Armenia
993,Berdavan,Armenia
994,Shirakamut,Armenia
995,Azatamut,Armenia
996,Artsvaberd,Armenia
997,Nor Yerznka,Armenia
998,Sasunik,Armenia
999,Gandzak,Armenia
1000,Myasnikyan,Armenia
1001,Lenughi,Armenia
1002,Metsamor,Armenia
1003,Gay,Armenia
1004,Baghramyan,Armenia
1005,Musalerr,Armenia
1006,Darakert,Armenia
1007,Dashtavan,Armenia
1008,Nizami,Armenia
1009,Vardadzor,Armenia
1010,Taronik,Armenia
1011,Aknashen,Armenia
1012,Haykashen,Armenia
1013,Hovtashat,Armenia
1014,Sayat’-Nova,Armenia
1015,Voskehat,Armenia
1016,Griboyedov,Armenia
1017,Gmbet’,Armenia
1018,Aygek,Armenia
1019,Hovtashen,Armenia
1020,Dimitrov,Armenia
1021,Mrgavet,Armenia
1022,Arevabuyr,Armenia
1023,Saurimo,Angola
1024,Lucapa,Angola
1025,Lumeje,Angola
1026,Luau,Angola
1027,Léua,Angola
1028,Cazaji,Angola
1029,Uíge,Angola
1030,Soio,Angola
1031,N'zeto,Angola
1032,N’dalatando,Angola
1033,Mbanza Congo,Angola
1034,Malanje,Angola
1035,Luanda,Angola
1036,Caxito,Angola
1037,Camabatela,Angola
1038,Cabinda,Angola
1039,Uacu Cungo,Angola
1040,Sumbe,Angola
1041,Quibala,Angola
1042,Ondjiva,Angola
1043,Namibe,Angola
1044,Menongue,Angola
1045,Luena,Angola
1046,Lubango,Angola
1047,Longonjo,Angola
1048,Lobito,Angola
1049,Cuito,Angola
1050,Huambo,Angola
1051,Chissamba,Angola
1052,Catumbela,Angola
1053,Catabola,Angola
1054,Camacupa,Angola
1055,Caconda,Angola
1056,Caála,Angola
1057,Benguela,Angola
1058,Chela,Angola
1059,Chinjenje,Angola
1060,McMurdo Station,Antarctica
1061,Zárate,Argentina
1062,Yataity Calle,Argentina
1063,Yapeyú,Argentina
1064,Wanda,Argentina
1065,Villa Paranacito,Argentina
1066,Villa Ortúzar,Argentina
1067,Villa Ocampo,Argentina
1068,Villa María Grande,Argentina
1069,Villa Mantero,Argentina
1070,Villa Lugano,Argentina
1071,Villa Hernandarias,Argentina
1072,Villaguay,Argentina
1073,Villa Gesell,Argentina
1074,Villa Escolar,Argentina
1075,Villa Elisa,Argentina
1076,Villa del Rosario,Argentina
1077,Verónica,Argentina
1078,Veinticinco de Mayo,Argentina
1079,Urdinarrain,Argentina
1080,Ubajay,Argentina
1081,Tres Capones,Argentina
1082,Tigre,Argentina
1083,Tandil,Argentina
1084,Tacuarendí,Argentina
1085,Tabossi,Argentina
1086,Suipacha,Argentina
1087,Sauce de Luna,Argentina
1088,Sauce,Argentina
1089,San Vicente,Argentina
1090,San Vicente,Argentina
1091,Santo Tomé,Argentina
1092,Santo Pipó,Argentina
1093,Santa Rosa,Argentina
1094,Santa María,Argentina
1095,Santa Lucía,Argentina
1096,Santa Elena,Argentina
1097,Santa Anita,Argentina
1098,Santa Ana,Argentina
1099,Santa Ana,Argentina
1100,San Salvador,Argentina
1101,San Roque,Argentina
1102,San Pedro,Argentina
1103,San Pedro,Argentina
1104,San Miguel del Monte,Argentina
1105,San Miguel,Argentina
1106,San Luis del Palmar,Argentina
1107,San Lorenzo,Argentina
1108,San Justo,Argentina
1109,San Justo,Argentina
1110,San José de Feliciano,Argentina
1111,San José,Argentina
1112,San Javier,Argentina
1113,San Javier,Argentina
1114,San Isidro,Argentina
1115,San Ignacio,Argentina
1116,San Gustavo,Argentina
1117,San Francisco de Laishí,Argentina
1118,San Cosme,Argentina
1119,San Clemente del Tuyú,Argentina
1120,San Cayetano,Argentina
1121,San Carlos,Argentina
1122,San Antonio de Areco,Argentina
1123,San Andrés de Giles,Argentina
1124,Saladillo,Argentina
1125,Saladas,Argentina
1126,Ruiz de Montoya,Argentina
1127,Rosario del Tala,Argentina
1128,Roque Pérez,Argentina
1129,Riachuelo,Argentina
1130,Riacho Eh-Eh,Argentina
1131,Retiro,Argentina
1132,Resistencia,Argentina
1133,Reconquista,Argentina
1134,Rauch,Argentina
1135,Ranchos,Argentina
1136,Quilmes,Argentina
1137,Puerto Yeruá,Argentina
1138,Puerto Vilelas,Argentina
1139,Puerto Tirol,Argentina
1140,Puerto Rico,Argentina
1141,Puerto Piray,Argentina
1142,Puerto Libertad,Argentina
1143,Puerto Leoni,Argentina
1144,Puerto Iguazú,Argentina
1145,Puerto Ibicuy,Argentina
1146,Puerto Esperanza,Argentina
1147,Puerto Eldorado,Argentina
1148,Puerto Bermejo,Argentina
1149,Pueblo Libertador,Argentina
1150,Pronunciamiento,Argentina
1151,Presidencia Roca,Argentina
1152,Presidencia de la Plaza,Argentina
1153,Posadas,Argentina
1154,Pontevedra,Argentina
1155,Pirané,Argentina
1156,Pinamar,Argentina
1157,Pilar,Argentina
1158,Pila,Argentina
1159,Piedras Blancas,Argentina
1160,Picada Gobernador López,Argentina
1161,Perugorría,Argentina
1162,Pedro R. Fernández,Argentina
1163,Paso de los Libres,Argentina
1164,Paso de la Patria,Argentina
1165,Panambí,Argentina
1166,Pampa del Indio,Argentina
1167,Pampa Almirón,Argentina
1168,Palo Santo,Argentina
1169,Palmar Grande,Argentina
1170,Olivos,Argentina
1171,Oberá,Argentina
1172,Nueve de Julio,Argentina
1173,Nuestra Señora del Rosario de Caa Catí,Argentina
1174,Nogoyá,Argentina
1175,Necochea,Argentina
1176,Navarro,Argentina
1177,Morón,Argentina
1178,Monte Caseros,Argentina
1179,Montecarlo,Argentina
1180,Mojón Grande,Argentina
1181,Mocoretá,Argentina
1182,Miramar,Argentina
1183,Merlo,Argentina
1184,Mercedes,Argentina
1185,Mercedes,Argentina
1186,Mburucuyá,Argentina
1187,Mártires,Argentina
1188,Mariano I. Loza,Argentina
1189,Margarita Belén,Argentina
1190,Mar del Tuyú,Argentina
1191,Mar del Plata,Argentina
1192,Marcos Paz,Argentina
1193,Malabrigo,Argentina
1194,Makallé,Argentina
1195,Maipú,Argentina
1196,Magdalena,Argentina
1197,Maciá,Argentina
1198,Luján,Argentina
1199,Lucas González,Argentina
1200,Los Helechos,Argentina
1201,Los Conquistadores,Argentina
1202,Los Charrúas,Argentina
1203,Loreto,Argentina
1204,Loreto,Argentina
1205,Lomas de Zamora,Argentina
1206,Lomas de Vallejos,Argentina
1207,Lobos,Argentina
1208,Lobería,Argentina
1209,Libertad,Argentina
1210,Leandro N. Alem,Argentina
1211,La Verde,Argentina
1212,Las Toscas,Argentina
1213,Las Garcitas,Argentina
1214,Las Flores,Argentina
1215,Larroque,Argentina
1216,La Plata,Argentina
1217,La Paz,Argentina
1218,Lapachito,Argentina
1219,Lanús,Argentina
1220,La Leonesa,Argentina
1221,Laguna Naick-Neck,Argentina
1222,Laguna Limpia,Argentina
1223,La Escondida,Argentina
1224,La Eduvigis,Argentina
1225,La Cruz,Argentina
1226,La Criolla,Argentina
1227,Juan Pujol,Argentina
1228,Jardín América,Argentina
1229,Ituzaingó,Argentina
1230,Ituzaingó,Argentina
1231,Itatí,Argentina
1232,Itá Ibaté,Argentina
1233,Ibarreta,Argentina
1234,Hurlingham,Argentina
1235,Herrera,Argentina
1236,Herradura,Argentina
1237,Herlitzka,Argentina
1238,Hasenkamp,Argentina
1239,Guaraní,Argentina
1240,Gualeguaychú,Argentina
1241,Gualeguay,Argentina
1242,Goya,Argentina
1243,Gobernador Roca,Argentina
1244,Gobernador Mansilla,Argentina
1245,Gobernador Juan E. Martínez,Argentina
1246,Gobernador Ingeniero Valentín Virasoro,Argentina
1247,General Vedia,Argentina
1248,General San Martín,Argentina
1249,General Rodríguez,Argentina
1250,General Lavalle,Argentina
1251,General Las Heras,Argentina
1252,General Juan Madariaga,Argentina
1253,General José de San Martín,Argentina
1254,General Guido,Argentina
1255,General Galarza,Argentina
1256,General Conesa,Argentina
1257,General Campos,Argentina
1258,General Belgrano,Argentina
1259,General Alvear,Argentina
1260,Garupá,Argentina
1261,Garuhapé,Argentina
1262,Garruchos,Argentina
1263,Formosa,Argentina
1264,Fontana,Argentina
1265,Florentino Ameghino,Argentina
1266,Florencio Varela,Argentina
1267,Felipe Yofré,Argentina
1268,Federal,Argentina
1269,Federación,Argentina
1270,José María Ezeiza,Argentina
1271,Esquina,Argentina
1272,Espinillo,Argentina
1273,Ensenada,Argentina
1274,Empedrado,Argentina
1275,El Soberbio,Argentina
1276,Eldorado,Argentina
1277,El Colorado,Argentina
1278,El Alcázar,Argentina
1279,Dos de Mayo,Argentina
1280,Dos Arroyos,Argentina
1281,Domínguez,Argentina
1282,Dolores,Argentina
1283,Curuzú Cuatiá,Argentina
1284,Cruz de los Milagros,Argentina
1285,Coté-Lai,Argentina
1286,Corrientes,Argentina
1287,Coronel Vidal,Argentina
1288,Conscripto Bernardi,Argentina
1289,Concordia,Argentina
1290,Concepción del Uruguay,Argentina
1291,Concepción de la Sierra,Argentina
1292,Concepción,Argentina
1293,Comandante Fontana,Argentina
1294,Colonias Unidas,Argentina
1295,Colonia Elisa,Argentina
1296,Colonia Elía,Argentina
1297,Colonia Benítez,Argentina
1298,Colonia Aurora,Argentina
1299,Colón,Argentina
1300,Colegiales,Argentina
1301,Clorinda,Argentina
1302,Ciervo Petiso,Argentina
1303,Chavarría,Argentina
1304,Chascomús,Argentina
1305,Charadai,Argentina
1306,Chajarí,Argentina
1307,Cerro Corá,Argentina
1308,Cerro Azul,Argentina
1309,Ceibas,Argentina
1310,Castelli,Argentina
1311,Caseros,Argentina
1312,Caseros,Argentina
1313,Carmen de Areco,Argentina
1314,Caraguatay,Argentina
1315,Capitán Solari,Argentina
1316,Capitán Sarmiento,Argentina
1317,Capioví,Argentina
1318,Capilla del Señor,Argentina
1319,Cañuelas,Argentina
1320,Candelaria,Argentina
1321,Campo Viera,Argentina
1322,Campo Ramón,Argentina
1323,Campo Grande,Argentina
1324,Campana,Argentina
1325,Buenos Aires,Argentina
1326,Brandsen,Argentina
1327,Bovril,Argentina
1328,Bonpland,Argentina
1329,Bonpland,Argentina
1330,Boedo,Argentina
1331,Berón de Astrada,Argentina
1332,Bernardo de Irigoyen,Argentina
1333,Berisso,Argentina
1334,Berazategui,Argentina
1335,Benito Juárez,Argentina
1336,Bella Vista,Argentina
1337,Belgrano,Argentina
1338,Belén de Escobar,Argentina
1339,Basail,Argentina
1340,Barranqueras,Argentina
1341,Barracas,Argentina
1342,Baradero,Argentina
1343,Balcarce,Argentina
1344,Azul,Argentina
1345,Azara,Argentina
1346,Ayacucho,Argentina
1347,Avellaneda,Argentina
1348,Arroyo del Medio,Argentina
1349,Aristóbulo del Valle,Argentina
1350,Apóstoles,Argentina
1351,Alvear,Argentina
1352,Almafuerte,Argentina
1353,Aldea San Antonio,Argentina
1354,Alba Posse,Argentina
1355,Guernica,Argentina
1356,Villa Basilio Nievas,Argentina
1357,Zapala,Argentina
1358,Yuto,Argentina
1359,Yerba Buena,Argentina
1360,Yacimiento Río Turbio,Argentina
1361,Winifreda,Argentina
1362,Wenceslao Escalante,Argentina
1363,Vista Alegre,Argentina
1364,Vinchina,Argentina
1365,Villa Valeria,Argentina
1366,Villa Urquiza,Argentina
1367,Villa Unión,Argentina
1368,Villa Unión,Argentina
1369,Villa Tulumba,Argentina
1370,Villa Trinidad,Argentina
1371,Villa Santa Rosa,Argentina
1372,Villa Rumipal,Argentina
1373,Villa Regina,Argentina
1374,Villa Reducción,Argentina
1375,Villa Paula de Sarmiento,Argentina
1376,Villa Ojo de Agua,Argentina
1377,Villa Nueva,Argentina
1378,Villa Nueva,Argentina
1379,Villa Mugueta,Argentina
1380,Villa Media Agua,Argentina
1381,Villa María,Argentina
1382,Villa Las Rosas,Argentina
1383,Villa La Angostura,Argentina
1384,Villa Krause,Argentina
1385,Villa Huidobro,Argentina
1386,Villa Giardino,Argentina
1387,Villa General Roca,Argentina
1388,Villa General Mitre,Argentina
1389,Villa General Belgrano,Argentina
1390,Villa Dolores,Argentina
1391,Villa de Soto,Argentina
1392,Villa de María,Argentina
1393,Villa del Totoral,Argentina
1394,Villa del Salvador,Argentina
1395,Villa del Rosario,Argentina
1396,Villa del Dique,Argentina
1397,Villa Cura Brochero,Argentina
1398,Villa Constitución,Argentina
1399,Villa Concepción del Tío,Argentina
1400,Chañar Ladeado,Argentina
1401,Villa Castelli,Argentina
1402,Villa Carlos Paz,Argentina
1403,Villa Cañás,Argentina
1404,Villa Bustos,Argentina
1405,Villa Berthet,Argentina
1406,Villa Atamisqui,Argentina
1407,Villa Ascasubi,Argentina
1408,Villa Ángela,Argentina
1409,Villa Allende,Argentina
1410,Villa Aberastain,Argentina
1411,Viedma,Argentina
1412,Vicuña Mackenna,Argentina
1413,Victorica,Argentina
1414,Victoria,Argentina
1415,Viamonte,Argentina
1416,Viale,Argentina
1417,Vera,Argentina
1418,Venado Tuerto,Argentina
1419,28 de Noviembre,Argentina
1420,Veinticinco de Mayo,Argentina
1421,Veinticinco de Mayo,Argentina
1422,Vedia,Argentina
1423,Valle Hermoso,Argentina
1424,Valle Grande,Argentina
1425,Valcheta,Argentina
1426,Ushuaia,Argentina
1427,Uriburu,Argentina
1428,Unquillo,Argentina
1429,Unión,Argentina
1430,Ulapes,Argentina
1431,Ucacha,Argentina
1432,Tupungato,Argentina
1433,Tunuyán,Argentina
1434,Tumbaya,Argentina
1435,Trevelin,Argentina
1436,Tres Lomas,Argentina
1437,Tres Isletas,Argentina
1438,Tres Arroyos,Argentina
1439,Tres Algarrobos,Argentina
1440,Trenque Lauquen,Argentina
1441,Trenel,Argentina
1442,Trelew,Argentina
1443,Trancas,Argentina
1444,Totoras,Argentina
1445,Tostado,Argentina
1446,Tornquist,Argentina
1447,Toledo,Argentina
1448,Toay,Argentina
1449,Tío Pujio,Argentina
1450,Tintina,Argentina
1451,Tinogasta,Argentina
1452,Tilisarao,Argentina
1453,Tilcara,Argentina
1454,Ticino,Argentina
1455,Termas de Río Hondo,Argentina
1456,Telsen,Argentina
1457,Telén,Argentina
1458,Tecka,Argentina
1459,Tartagal,Argentina
1460,Tapalqué,Argentina
1461,Tancacha,Argentina
1462,Tamberías,Argentina
1463,Tama,Argentina
1464,Tafí Viejo,Argentina
1465,Tafí del Valle,Argentina
1466,Taco Pozo,Argentina
1467,Susques,Argentina
1468,Suncho Corral,Argentina
1469,Sunchales,Argentina
1470,Sumampa,Argentina
1471,Simoca,Argentina
1472,Sierra Grande,Argentina
1473,Sierra Colorada,Argentina
1474,Serrezuela,Argentina
1475,Serrano,Argentina
1476,Senillosa,Argentina
1477,Selva,Argentina
1478,Seguí,Argentina
1479,Sebastián Elcano,Argentina
1480,Saujil,Argentina
1481,Saturnino M. Laspiur,Argentina
1482,Sastre,Argentina
1483,Sarmiento,Argentina
1484,Santo Tomé,Argentina
1485,Santiago Temple,Argentina
1486,Santiago del Estero,Argentina
1487,Santa Victoria,Argentina
1488,Santa Sylvina,Argentina
1489,Santa Rosa de Tastil,Argentina
1490,Santa Rosa de Río Primero,Argentina
1491,Santa Rosa del Conlara,Argentina
1492,Santa Rosa de Calamuchita,Argentina
1493,Santa Rosa,Argentina
1494,Santa Rosa,Argentina
1495,Santa María,Argentina
1496,Santa Magdalena,Argentina
1497,Santa Lucía,Argentina
1498,Santa Isabel,Argentina
1499,Santa Fe de la Vera Cruz,Argentina
1500,Santa Eufemia,Argentina
1501,Santa Clara,Argentina
1502,Santa Catalina,Argentina
1503,San Salvador de Jujuy,Argentina
1504,San Ramón de la Nueva Orán,Argentina
1505,San Rafael,Argentina
1506,San Pedro,Argentina
1507,San Pedro,Argentina
1508,Sañogasta,Argentina
1509,San Nicolás de los Arroyos,Argentina
1510,San Miguel de Tucumán,Argentina
1511,San Martín de los Andes,Argentina
1512,San Martín,Argentina
1513,San Martín,Argentina
1514,San Luis,Argentina
1515,San Lorenzo,Argentina
1516,San Justo,Argentina
1517,San Juan,Argentina
1518,San José de la Dormida,Argentina
1519,San José de Jáchal,Argentina
1520,San José,Argentina
1521,San Jorge,Argentina
1522,San Isidro,Argentina
1523,San Francisco del Monte de Oro,Argentina
1524,San Francisco del Chañar,Argentina
1525,San Francisco,Argentina
1526,San Fernando del Valle de Catamarca,Argentina
1527,San Cristóbal,Argentina
1528,San Carlos de Bolívar,Argentina
1529,San Carlos Centro,Argentina
1530,San Carlos,Argentina
1531,San Carlos,Argentina
1532,San Blas de los Sauces,Argentina
1533,San Bernardo,Argentina
1534,San Benito,Argentina
1535,San Basilio,Argentina
1536,San Antonio Oeste,Argentina
1537,San Antonio de los Cobres,Argentina
1538,San Antonio de Litín,Argentina
1539,San Antonio,Argentina
1540,San Antonio,Argentina
1541,San Agustín de Valle Fértil,Argentina
1542,San Agustín,Argentina
1543,Samuhú,Argentina
1544,Sampacho,Argentina
1545,Salto,Argentina
1546,Salta,Argentina
1547,Salsipuedes,Argentina
1548,Salsacate,Argentina
1549,Salliqueló,Argentina
1550,Saldán,Argentina
1551,Sacanta,Argentina
1552,Rufino,Argentina
1553,Rosario de Lerma,Argentina
1554,Rosario de la Frontera,Argentina
1555,Rosario,Argentina
1556,Roldán,Argentina
1557,Rojas,Argentina
1558,Rodeo,Argentina
1559,Rivadavia,Argentina
1560,Rivadavia,Argentina
1561,Rivadavia,Argentina
1562,Río Tercero,Argentina
1563,Río Segundo,Argentina
1564,Río Pico,Argentina
1565,Río Mayo,Argentina
1566,Río Grande,Argentina
1567,Río Gallegos,Argentina
1568,Río Cuarto,Argentina
1569,Río Colorado,Argentina
1570,Río Ceballos,Argentina
1571,Rinconada,Argentina
1572,Recreo,Argentina
1573,Recreo,Argentina
1574,Realicó,Argentina
1575,Rawson,Argentina
1576,Rancul,Argentina
1577,Ramallo,Argentina
1578,Rafaela,Argentina
1579,Rada Tilly,Argentina
1580,Quitilipi,Argentina
1581,Quimilí,Argentina
1582,Quilino,Argentina
1583,Quemú Quemú,Argentina
1584,Punta Alta,Argentina
1585,Puerto Santa Cruz,Argentina
1586,San Julián,Argentina
1587,Puerto Madryn,Argentina
1588,Puerto Deseado,Argentina
1589,Puerta de Corral Quemado,Argentina
1590,Puelches,Argentina
1591,Puan,Argentina
1592,Presidencia Roque Sáenz Peña,Argentina
1593,Pozo Hondo,Argentina
1594,Pozo del Tigre,Argentina
1595,Pozo del Molle,Argentina
1596,Porteña,Argentina
1597,Pomán,Argentina
1598,Pocito,Argentina
1599,Plottier,Argentina
1600,Plaza Huincul,Argentina
1601,Piquillín,Argentina
1602,Pilcaniyeu,Argentina
1603,Pilar,Argentina
1604,Pigüé,Argentina
1605,Piedra del Águila,Argentina
1606,Picún Leufú,Argentina
1607,Pico Truncado,Argentina
1608,Perito Moreno,Argentina
1609,Pergamino,Argentina
1610,Pérez,Argentina
1611,Pellegrini,Argentina
1612,Pehuajó,Argentina
1613,Patquía,Argentina
1614,Paso de Indios,Argentina
1615,Pasco,Argentina
1616,Pascanas,Argentina
1617,Parera,Argentina
1618,Paraná,Argentina
1619,Pampa de los Guanacos,Argentina
1620,Pampa del Infierno,Argentina
1621,Palpalá,Argentina
1622,Palma Sola,Argentina
1623,Oro Verde,Argentina
1624,Ordóñez,Argentina
1625,Oncativo,Argentina
1626,Olta,Argentina
1627,Oliva,Argentina
1628,Olavarría,Argentina
1629,Obispo Trejo,Argentina
1630,Nueve de Julio,Argentina
1631,Nueve de Julio,Argentina
1632,Nueva Esperanza,Argentina
1633,Ñorquinco,Argentina
1634,Noetinger,Argentina
1635,Neuquén,Argentina
1636,Naschel,Argentina
1637,Napenay,Argentina
1638,Mutquín,Argentina
1639,Morteros,Argentina
1640,Morrison,Argentina
1641,Monteros,Argentina
1642,Monte Quemado Airport,Argentina
1643,Monte Maíz,Argentina
1644,Monte Hermoso,Argentina
1645,Monte Cristo,Argentina
1646,Monte Buey,Argentina
1647,Molinos,Argentina
1648,Miramar,Argentina
1649,Mina Clavero,Argentina
1650,Milagro,Argentina
1651,Miguel Riglos,Argentina
1652,Metán,Argentina
1653,Merlo,Argentina
1654,Mendoza,Argentina
1655,Mendiolaza,Argentina
1656,Melincué,Argentina
1657,Médanos,Argentina
1658,Mattaldi,Argentina
1659,Marull,Argentina
1660,Mariano Moreno,Argentina
1661,Marcos Juárez,Argentina
1662,Maquinchao,Argentina
1663,Malvinas Argentinas,Argentina
1664,Malargüe,Argentina
1665,Malanzán,Argentina
1666,Malagueño,Argentina
1667,Maipú,Argentina
1668,Mainque,Argentina
1669,Maimará,Argentina
1670,Machagai,Argentina
1671,Macachín,Argentina
1672,San Isidro de Lules,Argentina
1673,Luján de Cuyo,Argentina
1674,Luján,Argentina
1675,Los Varela,Argentina
1676,Los Telares,Argentina
1677,Los Surgentes,Argentina
1678,Los Menucos,Argentina
1679,Los Juríes,Argentina
1680,Los Frentones,Argentina
1681,Los Cóndores,Argentina
1682,Los Antiguos,Argentina
1683,Los Altos,Argentina
1684,Lonquimay,Argentina
1685,Londres,Argentina
1686,Loncopué,Argentina
1687,Lincoln,Argentina
1688,Limay Mahuida,Argentina
1689,Libertador General San Martín,Argentina
1690,Libertador General San Martín,Argentina
1691,Leones,Argentina
1692,Leleque,Argentina
1693,La Viña,Argentina
1694,La Toma,Argentina
1695,La Tigra,Argentina
1696,Las Varillas,Argentina
1697,Las Varas,Argentina
1698,Las Rosas,Argentina
1699,Las Plumas,Argentina
1700,Las Perdices,Argentina
1701,Las Parejas,Argentina
1702,Las Ovejas,Argentina
1703,Las Lomitas,Argentina
1704,Las Lajitas,Argentina
1705,Las Lajas,Argentina
1706,Las Junturas,Argentina
1707,Las Higueras,Argentina
1708,Las Heras,Argentina
1709,Las Heras,Argentina
1710,Las Coloradas,Argentina
1711,Las Breñas,Argentina
1712,Las Acequias,Argentina
1713,La Rioja,Argentina
1714,La Quiaca,Argentina
1715,La Puerta de San José,Argentina
1716,La Puerta,Argentina
1717,Laprida,Argentina
1718,La Poma,Argentina
1719,La Playosa,Argentina
1720,La Paz,Argentina
1721,La Para,Argentina
1722,La Merced,Argentina
1723,La Mendieta,Argentina
1724,La Maruja,Argentina
1725,Lamarque,Argentina
1726,Laguna Yema,Argentina
1727,Laguna Paiva,Argentina
1728,Laguna Larga,Argentina
1729,La Granja,Argentina
1730,Lago Puelo,Argentina
1731,La Francia,Argentina
1732,La Falda,Argentina
1733,La Cumbre,Argentina
1734,La Consulta,Argentina
1735,La Cocha,Argentina
1736,La Clotilde,Argentina
1737,La Cesira,Argentina
1738,La Carlota,Argentina
1739,La Candelaria,Argentina
1740,La Cañada,Argentina
1741,La Calera,Argentina
1742,La Caldera,Argentina
1743,Laboulaye,Argentina
1744,Laborde,Argentina
1745,La Banda,Argentina
1746,Justo Daract,Argentina
1747,Justiniano Posse,Argentina
1748,Junín de los Andes,Argentina
1749,Junín,Argentina
1750,Junín,Argentina
1751,José de San Martín,Argentina
1752,Joaquín V. González,Argentina
1753,Jesús María,Argentina
1754,James Craik,Argentina
1755,Jacinto Arauz,Argentina
1756,Italó,Argentina
1757,Isla Verde,Argentina
1758,Iruya,Argentina
1759,Intendente Alvear,Argentina
1760,Inriville,Argentina
1761,Ingenio La Esperanza,Argentina
1762,Ingeniero Luis A. Huergo,Argentina
1763,Ingeniero Luiggi,Argentina
1764,Ingeniero Jacobacci,Argentina
1765,Ingeniero Guillermo N. Juárez,Argentina
1766,Idiazábal,Argentina
1767,Icaño,Argentina
1768,Humahuaca,Argentina
1769,Huinca Renancó,Argentina
1770,Huillapima,Argentina
1771,Huerta Grande,Argentina
1772,Huanchillas,Argentina
1773,Hualfín,Argentina
1774,Hoyo de Epuyén,Argentina
1775,Hersilia,Argentina
1776,Herrera,Argentina
1777,Hernando,Argentina
1778,Hernández,Argentina
1779,Hermoso Campo,Argentina
1780,Henderson,Argentina
1781,Helvecia,Argentina
1782,Guatraché,Argentina
1783,Guatimozín,Argentina
1784,Guaminí,Argentina
1785,Guachipas,Argentina
1786,Graneros,Argentina
1787,Granadero Baigorria,Argentina
1788,Godoy Cruz,Argentina
